victim,sample_index,raw_success,natural,effective_success,raw_query,effective_query
SigLIP2,954,True,True,True,13,13
SigLIP2,955,True,True,True,13,13
SigLIP2,956,True,True,True,8,8
SigLIP2,957,True,True,True,25,25
SigLIP2,958,True,True,True,5,5
SigLIP2,959,True,True,True,8,8
SigLIP2,960,True,True,True,3,3
SigLIP2,961,True,True,True,33,33
SigLIP2,962,True,True,True,3,3
SigLIP2,963,True,True,True,15,15
SigLIP2,964,True,True,True,3,3
SigLIP2,965,True,True,True,3,3
SigLIP2,966,False,False,False,100,100
SigLIP2,967,True,True,True,33,33
SigLIP2,968,True,True,True,18,18
SigLIP2,969,False,False,False,100,100
SigLIP2,971,True,True,True,15,15
SigLIP2,973,True,True,True,93,93
SigLIP2,974,True,True,True,13,13
SigLIP2,975,True,True,True,5,5
SigLIP2,976,False,False,False,100,100
SigLIP2,978,False,False,False,100,100
SigLIP2,979,True,True,True,55,55
SigLIP2,980,False,False,False,100,100
SigLIP2,981,False,False,False,100,100
SigLIP2,982,True,True,True,8,8
SigLIP2,984,True,True,True,43,43
SigLIP2,985,True,True,True,5,5
SigLIP2,987,True,True,True,3,3
SigLIP2,988,True,True,True,8,8
SigLIP2,989,False,False,False,100,100
SigLIP2,990,True,True,True,3,3
SigLIP2,991,True,True,True,8,8
SigLIP2,992,True,True,True,3,3
SigLIP2,993,True,True,True,3,3
SigLIP2,994,True,True,True,3,3
SigLIP2,995,False,False,False,100,100
SigLIP2,997,True,True,True,28,28
SigLIP2,998,True,True,True,3,3
SigLIP2,999,False,False,False,100,100
