victim,sample_index,raw_success,natural,effective_success,raw_query,effective_query
CLIP ViT-B/16,854,True,True,True,10,10
CLIP ViT-B/16,855,True,True,True,8,8
CLIP ViT-B/16,856,True,True,True,8,8
CLIP ViT-B/16,857,True,True,True,3,3
CLIP ViT-B/16,859,True,True,True,8,8
CLIP ViT-B/16,860,True,True,True,25,25
CLIP ViT-B/16,861,True,True,True,5,5
CLIP ViT-B/16,862,True,True,True,13,13
CLIP ViT-B/16,864,False,False,False,100,100
CLIP ViT-B/16,865,True,True,True,3,3
CLIP ViT-B/16,866,False,False,False,100,100
CLIP ViT-B/16,867,True,True,True,8,8
CLIP ViT-B/16,869,True,True,True,5,5
CLIP ViT-B/16,870,True,True,True,21,21
CLIP ViT-B/16,871,False,False,False,100,100
CLIP ViT-B/16,872,True,True,True,3,3
CLIP ViT-B/16,873,True,True,True,53,53
CLIP ViT-B/16,874,True,True,True,3,3
CLIP ViT-B/16,875,True,True,True,3,3
CLIP ViT-B/16,877,True,True,True,3,3
CLIP ViT-B/16,879,True,True,True,23,23
CLIP ViT-B/16,880,True,True,True,3,3
CLIP ViT-B/16,881,True,True,True,3,3
CLIP ViT-B/16,882,True,True,True,5,5
CLIP ViT-B/16,883,True,True,True,3,3
CLIP ViT-B/16,884,False,False,False,100,100
CLIP ViT-B/16,885,True,True,True,3,3
CLIP ViT-B/16,886,True,True,True,3,3
CLIP ViT-B/16,887,True,True,True,3,3
CLIP ViT-B/16,888,True,True,True,5,5
CLIP ViT-B/16,889,True,True,True,3,3
CLIP ViT-B/16,890,True,True,True,3,3
CLIP ViT-B/16,891,True,True,True,73,73
CLIP ViT-B/16,892,True,True,True,8,8
CLIP ViT-B/16,894,True,True,True,3,3
CLIP ViT-B/16,896,True,True,True,15,15
CLIP ViT-B/16,897,True,True,True,5,5
CLIP ViT-B/16,898,True,True,True,8,8
CLIP ViT-B/16,899,True,True,True,18,18
CLIP ViT-B/16,902,True,True,True,5,5
CLIP ViT-B/16,903,True,True,True,3,3
CLIP ViT-B/16,904,True,True,True,18,18
CLIP ViT-B/16,905,True,True,True,3,3
CLIP ViT-B/16,906,True,True,True,15,15
CLIP ViT-B/16,907,True,True,True,3,3
CLIP ViT-B/16,908,True,True,True,20,20
CLIP ViT-B/16,909,True,True,True,60,60
CLIP ViT-B/16,910,True,True,True,3,3
CLIP ViT-B/16,911,True,True,True,3,3
CLIP ViT-B/16,912,True,True,True,3,3
CLIP ViT-B/16,913,True,True,True,5,5
CLIP ViT-B/16,914,True,True,True,50,50
CLIP ViT-B/16,916,True,True,True,30,30
CLIP ViT-B/16,917,True,True,True,3,3
CLIP ViT-B/16,918,True,True,True,3,3
CLIP ViT-B/16,920,True,True,True,8,8
CLIP ViT-B/16,921,True,True,True,3,3
CLIP ViT-B/16,922,True,True,True,3,3
CLIP ViT-B/16,923,True,True,True,5,5
CLIP ViT-B/16,924,True,True,True,43,43
CLIP ViT-B/16,925,True,True,True,13,13
CLIP ViT-B/16,926,True,True,True,3,3
CLIP ViT-B/16,927,True,True,True,30,30
CLIP ViT-B/16,928,True,True,True,15,15
CLIP ViT-B/16,929,True,True,True,15,15
CLIP ViT-B/16,931,True,True,True,14,14
CLIP ViT-B/16,932,False,False,False,100,100
CLIP ViT-B/16,933,False,False,False,100,100
CLIP ViT-B/16,935,True,True,True,25,25
CLIP ViT-B/16,936,False,False,False,100,100
CLIP ViT-B/16,937,True,True,True,13,13
CLIP ViT-B/16,938,True,True,True,25,25
CLIP ViT-B/16,939,True,True,True,3,3
CLIP ViT-B/16,940,True,True,True,3,3
CLIP ViT-B/16,942,True,True,True,3,3
CLIP ViT-B/16,946,True,True,True,5,5
CLIP ViT-B/16,947,True,True,True,3,3
CLIP ViT-B/16,949,True,True,True,3,3
CLIP ViT-B/16,950,True,True,True,3,3
CLIP ViT-B/16,952,True,True,True,15,15
CLIP ViT-B/16,957,True,True,True,3,3
CLIP ViT-B/16,958,True,True,True,5,5
CLIP ViT-B/16,960,True,True,True,3,3
CLIP ViT-B/16,961,True,True,True,3,3
CLIP ViT-B/16,962,True,True,True,28,28
CLIP ViT-B/16,963,True,True,True,3,3
CLIP ViT-B/16,964,True,True,True,3,3
CLIP ViT-B/16,965,True,True,True,3,3
CLIP ViT-B/16,966,False,False,False,100,100
CLIP ViT-B/16,967,True,True,True,18,18
CLIP ViT-B/16,969,True,True,True,18,18
CLIP ViT-B/16,970,True,True,True,5,5
CLIP ViT-B/16,971,True,True,True,15,15
CLIP ViT-B/16,973,True,True,True,8,8
CLIP ViT-B/16,974,True,True,True,5,5
CLIP ViT-B/16,975,True,True,True,5,5
CLIP ViT-B/16,976,True,True,True,28,28
CLIP ViT-B/16,977,True,True,True,3,3
CLIP ViT-B/16,978,True,True,True,13,13
CLIP ViT-B/16,979,True,True,True,3,3
CLIP ViT-B/16,980,False,False,False,100,100
CLIP ViT-B/16,981,False,False,False,100,100
CLIP ViT-B/16,982,False,False,False,100,100
CLIP ViT-B/16,984,False,False,False,100,100
CLIP ViT-B/16,985,True,True,True,8,8
CLIP ViT-B/16,987,True,True,True,3,3
CLIP ViT-B/16,988,True,True,True,3,3
CLIP ViT-B/16,989,True,True,True,3,3
CLIP ViT-B/16,991,True,True,True,8,8
CLIP ViT-B/16,993,True,True,True,3,3
CLIP ViT-B/16,994,True,True,True,3,3
CLIP ViT-B/16,995,False,False,False,100,100
CLIP ViT-B/16,997,True,True,True,3,3
CLIP ViT-B/16,998,True,True,True,3,3
CLIP ViT-B/16,999,False,False,False,100,100
